ARTISTA,ARTISTB
"['35460', 'dj-melodica', 'DJ Melodica']","['35459', 'dj-melodic', 'DJ Melodic']"
"['35497', 'dj-miserymachine', 'DJ MiseryMachine']","['35496', 'dj-misery-machine', 'DJ Misery Machine']"
"['35588', 'dj-noel2033', 'DJ Noel2033']","['35587', 'dj-noel-2033', 'DJ Noel 2033']"
"['36072', 'dj-sliink', 'DJ Sliink']","['35944', 'dj-sliiink', 'DJ SLIIINK']"
"['36418', 'dj-s-buzzy-n-franky', ""DJ's Buzzy n' Franky""]","['36417', 'dj-s-buzzy-and-franky', ""DJ's Buzzy and Franky""]"
"['36469', 'djane-velouria-rose', 'DJane Velouria Rose']","['36468', 'djane-velouri-rose', 'DJane Velouri Rose']"
"['36552', 'dominique-fillon', 'DOMINIQUE FILLON']","['36551', 'dominique-fillo', 'DOMINIQUE FILLO']"
"['36856', 'daddy-yankeeo', 'Daddy Yankeeo']","['36855', 'daddy-yankee', 'Daddy Yankee']"
"['36881', 'daemon-chilli', 'Daemon Chilli']","['36880', 'daemon-chili', 'Daemon Chili']"
"['37015', 'dale-watson-and-his-lonestars', 'Dale Watson and His Lonestars']","['37014', 'dale-watson-and-his-lone-stars', 'Dale Watson and His Lone Stars']"
"['37018', 'dale-and-z-dubs', 'Dale and Z Dubs']","['37017', 'dale-and-z-dubbs', 'Dale and Z Dubbs']"
"['3713', 'adam-rogers', 'Adam Rogers']","['3712', 'adam-rodgers', 'Adam Rodgers']"
"['37233', 'dan-ar-brazv', 'Dan Ar Brazv']","['37232', 'dan-ar-braz', 'Dan Ar Braz']"
"['37274', 'dan-cummins', 'Dan Cummins']","['37273', 'dan-cummin', 'Dan Cummin']"
"['37297', 'dan-frechette-laurel-thomsen', 'Dan Frechette & Laurel Thomsen']","['37296', 'dan-frechette-laurel-thompson', 'Dan Frechette & Laurel Thompson']"
"['37361', 'dan-mangan-blacksmith', 'Dan Mangan + Blacksmith']","['37360', 'dan-mangan-black-smith', 'Dan Mangan + Black Smith']"
"['37397', 'dan-potthast', 'Dan Potthast']","['37396', 'dan-pothast', 'Dan Pothast']"
"['37683', 'daniel-bonte-the-bonafide', 'Daniel Bonte & The Bonafide']","['37682', 'daniel-bonte-the-bona-fide', 'Daniel Bonte & The Bona Fide']"
"['37916', 'danielle-bradbery', 'Danielle Bradbery']","['37915', 'danielle-bradberry', 'Danielle Bradberry']"
"['37934', 'danielle-ponder-the-tomorrow-people', 'Danielle Ponder & The Tomorrow People']","['37935', 'danielle-ponder-and-the-tomorrow-people', 'Danielle Ponder and The Tomorrow People']"
"['37974', 'dankon-jones', 'Dankon Jones']","['37973', 'danko-jones', 'Danko Jones']"
"['38060', 'danny-keane-cello-sam-martin-drums-jon-thorne-double-bass', 'Danny Keane (cello) Sam Martin (drums) Jon Thorne (double bass)']","['38061', 'danny-keane-cello-piano-sam-martin-drums-jon-thorne-double-bass', 'Danny Keane (cello/piano) Sam Martin (drums) Jon Thorne (double bass)']"
"['38148', 'danny-and-george-zaikov-live-trumpet', 'Danny and George Zaikov live Trumpet']","['38149', 'danny-and-george-zaikov-live-trompet', 'Danny and George Zaikov live trompet']"
"['38229', 'dara-mclean', 'Dara Mclean']","['38228', 'dara-maclean', 'Dara Maclean']"
"['38258', 'darcydawn-com', 'DarcyDawn.com']","['38255', 'darcydawn-co', 'DarcyDawn & Co']"
"['38307', 'darius-rucker-ely-young-band', 'Darius Rucker; Ely Young Band']","['38306', 'darius-rucker-eli-young-band', 'Darius Rucker; Eli Young Band']"
"['38328', 'dark-clows', 'Dark Clows']","['38327', 'dark-clowns', 'Dark Clowns']"
"['38786', 'dave-dreiwitz', 'Dave Dreiwitz']","['38785', 'dave-dreitwitz', 'Dave Dreitwitz']"
"['38846', 'dave-insley', 'Dave Insley']","['38845', 'dave-insey', 'Dave Insey']"
"['39246', 'david-j-the-gentlemen-thieves', 'David J & The Gentlemen Thieves']","['39245', 'david-j-the-gentleman-thieves', 'David J & The Gentleman Thieves ']"
"['39510', 'davide-giovannini-s-minas-project', ""Davide Giovannini's 'Minas Project'""]","['39509', 'davide-giovannini-minas-project', 'Davide Giovannini & Minas Project']"
"['39511', 'davide-giovsnnini-s-minas-project', ""Davide Giovsnnini's 'Minas Project'""]","['39510', 'davide-giovannini-s-minas-project', ""Davide Giovannini's 'Minas Project'""]"
"['39620', 'day-before-plastics', 'Day Before Plastics']","['39619', 'day-before-pastics', 'Day Before Pastics']"
"['39621', 'day-beore-plastics', 'Day Beore Plastics']","['39620', 'day-before-plastics', 'Day Before Plastics']"
"['40068', 'dead-rabbitts', 'Dead Rabbitts']","['40067', 'dead-rabbits', 'Dead Rabbits']"
"['40339', 'dean-hulett', 'Dean Hulett']","['40338', 'dean-huelett', 'Dean Huelett']"
"['40376', 'deanna-bogart-chuck-alvarez-bob-gross-jeff-olson-and', 'Deanna Bogart/Chuck Alvarez/Bob Gross/Jeff Olson and...']","['34089', 'deanna-bogart-chuck-alvarez-bob-gross-jeff-olson', 'DEANNA BOGART/CHUCK ALVAREZ/BOB GROSS/JEFF OLSON....']"
"['40388', 'deap-vally', 'Deap Vally']","['34092', 'deap-valley', 'DEAP VALLEY']"
"['40400', 'dear-desolate', 'Dear Desolate']","['40399', 'dear-deolate', 'Dear Deolate']"
"['40489', 'death-divison', 'Death Divison']","['40488', 'death-division', 'Death Division']"
"['40496', 'death-grips', 'Death Grips']","['40495', 'death-grip', 'Death Grip']"
"['40565', 'death-by-chocolate', 'Death by Chocolate']","['40564', 'death-by-choclate', 'Death by Choclate']"
"['40644', 'debbie-davis', 'Debbie Davis']","['40643', 'debbie-davies', 'Debbie Davies']"
"['40676', 'deborah-de-blasi', 'Deborah de Blasi']","['40675', 'deborah-de-blas', 'Deborah de Blas']"
"['40800', 'decrepit-birth', 'Decrepit Birth']","['40799', 'decrepit-birt', 'Decrepit Birt']"
"['41445', 'denis-horvath', 'Denis Horvath']","['41444', 'denis-horvat', 'Denis Horvat']"
"['41634', 'der-weg-einer-freihet', 'Der Weg einer Freihet']","['41633', 'der-weg-einer-freiheit', 'Der Weg Einer Freiheit']"
"['41653', 'derby-midshipmen-band', 'Derby Midshipmen Band']","['41652', 'derby-midshipen-band', 'Derby Midshipen Band']"
"['41696', 'derek-luttrell', 'Derek Luttrell']","['41695', 'derek-lutrell', 'Derek Lutrell']"
"['41785', 'desasterkids', 'Desasterkids']","['41783', 'desaster-kids', 'Desaster Kids']"
"['41827', 'desert-island-discs-4', 'Desert Island Discs #4']","['41826', 'desert-island-discs', 'Desert Island Discs']"
"['42305', 'dhafer-yousseff', 'Dhafer Yousseff']","['42304', 'dhafer-youssef', 'Dhafer Youssef']"
"['42346', 'diablogato', 'Diablogato']","['42345', 'diablo-gato', 'Diablo Gato']"
"['42420', 'diana-gamers', 'Diana Gamers']","['42419', 'diana-gameros', 'Diana Gameros']"
"['42547', 'die-antwoord', 'Die Antwoord']","['42546', 'die-antwood', 'Die Antwood']"
"['42611', 'die-schlagernacht-des-jahres-2017', 'Die Schlagernacht des Jahres 2017']","['42610', 'die-schlagernacht-des-jahres-2011', 'Die Schlagernacht des Jahres 2011']"
"['42661', 'diego-fasolis', 'Diego Fasolis']","['42660', 'diego-fasolils', 'Diego Fasolils']"
"['42899', 'dimitry-vegas-like-mke', 'Dimitry Vegas & Like Mke']","['42898', 'dimitry-vegas-like-mike', 'Dimitry Vegas & Like Mike']"
"['42905', 'dimmu-borgir', 'Dimmu Borgir']","['42904', 'dimmu-bogir', 'Dimmu Bogir']"
"['43019', 'dire-descent', 'Dire Descent']","['43018', 'dire-decent', 'Dire Decent']"
"['43215', 'dirty-rodriguez', 'Dirty Rodriguez']","['43214', 'dirty-rodrigez', 'Dirty Rodrigez']"
"['43288', 'disaster-committee', 'Disaster Committee']","['175366', 'disaster-committe', 'disaster committe']"
"['43368', 'disconnect', 'Disconnect']","['43367', 'disconect', 'Disconect']"
"['4346', 'agelss-oblivion', 'Agelss Oblivion ']","['4345', 'ageless-oblivion', 'Ageless Oblivion']"
"['43824', 'dj-foolproof', 'Dj Foolproof']","['175387', 'dj-fool-proof', 'dj fool proof']"
"['44026', 'dj-sussone', 'Dj SussOne']","['36169', 'dj-suss-one', 'DJ Suss One']"
"['44061', 'dj-whookid', 'Dj WhooKid']","['36318', 'dj-whoo-kid', 'DJ Whoo Kid']"
"['44168', 'dnw-sound-dj-s', ""DnW Sound DJ's""]","['44167', 'dnw-sound-d-s', ""DnW Sound D's""]"
"['44169', 'dnw-sound-djs', 'DnW Sound DJs']","['44168', 'dnw-sound-dj-s', ""DnW Sound DJ's""]"
"['44176', 'do-it-for-your-heroes', 'Do It For Your Heroes']","['44175', 'do-if-for-your-heroes', 'Do If For Your Heroes']"
"['44399', 'doll-sskin', 'Doll Sskin']","['44398', 'doll-skin', 'Doll Skin']"
"['44456', 'dom-pipkin-and-the-ikos', 'Dom Pipkin and The Ikos']","['44455', 'dom-pipkin-and-the-iko-s', ""Dom Pipkin and The Iko's""]"
"['44464', 'dom-and-the-ikos', 'Dom and the Ikos']","['44463', 'dom-and-the-iko-s', ""Dom and the Iko's""]"
"['44572', 'don-armstrong', 'Don Armstrong']","['44571', 'don-armstong', 'Don Armstong']"
"['44581', 'don-camilo', 'Don Camilo']","['44580', 'don-camillo', 'Don Camillo']"
"['44726', 'donavon-frankenriter', 'Donavon Frankenriter']","['44725', 'donavon-frankenreiter', 'Donavon Frankenreiter']"
"['44769', 'donna-ulisse-the-poor-mountain-boys', 'Donna Ulisse & The Poor Mountain Boys']","['44770', 'donna-ulisse-and-the-poor-mountain-boys', 'Donna Ulisse and The Poor Mountain Boys']"
"['44884', 'doozer-mcdooze', 'Doozer McDooze']","['44883', 'doozer-mc-dooze', 'Doozer Mc Dooze']"
"['44905', 'doppelganger', 'Doppelganger']","['44904', 'doppel-ganger', 'Doppel Ganger']"
"['44968', 'dorydrive', 'DoryDrive']","['44967', 'dory-drive', 'Dory Drive']"
"['45275', 'downsideup', 'DownsideUp']","['45274', 'downside-up', 'Downside Up']"
"['45363', 'dr-caterwauls-cader-of-clairvoyant-claptraps', 'Dr. Caterwauls Cader Of Clairvoyant Claptraps']","['45362', 'dr-caterwaul-s-cadre-of-clairvoyant-claptraps', ""Dr. Caterwaul's Cadre of Clairvoyant Claptraps""]"
"['45450', 'dr-sirbrother', 'Dr. Sirbrother']","['45449', 'dr-sir-brother', 'Dr. Sir Brother']"
"['45453', 'dr-slothclaw', 'Dr. Slothclaw']","['45452', 'dr-slotchclaw', 'Dr. Slotchclaw']"
"['45610', 'dread-i-knights', 'Dread I Knights']","['45609', 'dread-i-knight', 'Dread I Knight']"
"['45767', 'dressed-for-the-occasion', 'Dressed For The Occasion']","['45768', 'dressed-for-the-ocassion', 'Dressed for the Ocassion']"
"['45769', 'dressed-for-the-occassion', 'Dressed for the Occassion']","['45767', 'dressed-for-the-occasion', 'Dressed For The Occasion']"
"['45799', 'drew-emmitt', 'Drew Emmitt']","['45798', 'drew-emmit', 'Drew Emmit']"
"['46010', 'dropkick-murphys-blood-or-whiskey-the-mahones', 'Dropkick Murphys, Blood or Whiskey, The Mahones']","['46009', 'dropkick-murphys-blood-or-whiskey-mahones', 'Dropkick Murphys, Blood or Whiskey, Mahones']"
"['46012', 'dropkick-murphys-the-mahones-blood-or-whiskey', 'Dropkick Murphys, The Mahones, Blood or Whiskey']","['46011', 'dropkick-murphys-mahones-blood-or-whiskey', 'Dropkick Murphys, Mahones, Blood or Whiskey']"
"['46047', 'drowningpool', 'DrowningPool']","['46045', 'drowning-pool', 'Drowning Pool']"
"['46371', 'duffys-cut', 'Duffys Cut']","['46370', 'duffy-s-cut', ""Duffy's Cut""]"
"['46435', 'dumpstaphunk', 'Dumpstaphunk']","['46434', 'dumpsaphunk', 'Dumpsaphunk']"
"['46581', 'dustin-ohalloran', 'Dustin O\xe2\x80\x99Halloran']","['46579', 'dustin-o-halloran', ""Dustin O'Halloran""]"
"['46607', 'dusty-45s', 'Dusty 45s']","['46606', 'dusty-45-s', ""Dusty 45's""]"
"['46656', 'dwarf-among-midgits', 'Dwarf Among Midgits']","['46655', 'dwarf-among-midgets', 'Dwarf Among Midgets']"
"['46777', 'dylan-sevey-the-gentlemen', 'Dylan Sevey & The Gentlemen ']","['46778', 'dylan-sevey-the-gentlelmen', 'Dylan Sevey & the Gentlelmen']"
"['46779', 'dylan-sevey-and-the-gentlemen', 'Dylan Sevey and the Gentlemen']","['175488', 'dylan-sevey-and-the-gentleman', 'dylan sevey and the gentleman']"
"['46833', 'dynohunter', 'Dynohunter']","['46832', 'dyno-hunter', 'Dyno Hunter']"
"['4712', 'akshanmusic', 'AkshanMusic']","['4711', 'akshan-music', 'Akshan Music']"
"['47160', 'enliven-deep-acoutics', 'ENLIVEN DEEP ACOUTICS']","['175581', 'enliven-deep-acoustics', 'enliven deep acoustics']"
"['47207', 'erreome-se7visions', 'ERREOME / SE7VISIONS']","['50743', 'erreome-se7evisions', 'Erreome / Se7evisions']"
"['47260', 'every-flavored-weather-machine', 'EVERY FLAVORED WEATHER MACHINE']","['51351', 'every-flavor-weather-machine', 'Every Flavor Weather Machine']"
"['47450', 'earth-groans', 'Earth Groans']","['46967', 'earth-groan', 'EARTH GROAN']"
"['47600', 'eat-your-greens', 'Eat Your Greens']","['47599', 'eat-your-greeens', 'Eat Your Greeens']"
"['4763', 'al-scortch', 'Al Scortch']","['4762', 'al-scorch', 'Al Scorch']"
"['47782', 'ed-kowalczyk', 'Ed Kowalczyk']","['47781', 'ed-kowalcyk', 'Ed Kowalcyk']"
"['47798', 'ed-pettersen', 'Ed Pettersen']","['47797', 'ed-petersen', 'Ed Petersen']"
"['4786', 'alabaster-deplume', 'Alabaster Deplume']","['15', 'alabaster-de-plume', ' Alabaster De Plume']"
"['47867', 'eddie-halliwell', 'Eddie Halliwell']","['47866', 'eddie-halliwel', 'Eddie Halliwel']"
"['4795', 'alain-asplanato', 'Alain Asplanato']","['4794', 'alain-asplanao', 'Alain Asplanao']"
"['48017', 'edith-makes-a-paper-chain', 'Edith Makes A Paper Chain']","['48016', 'edith-makes-a-pape-chain', 'Edith Makes A Pape Chain']"
"['48077', 'edward-sharpe-the-magnetic-zeros', 'Edward Sharpe & the Magnetic Zeros']","['48076', 'edward-sharpe-the-magnetic-zeroes', 'Edward Sharpe & The Magnetic Zeroes']"
"['4810', 'alain-ruat', 'Alain Ruat']","['4809', 'alain-ruart', 'Alain Ruart']"
"['48350', 'el-papachango', 'El Papachango']","['48349', 'el-papa-chango', 'El Papa Chango']"
"['48466', 'eleanor-friedberger', 'Eleanor Friedberger']","['48465', 'eleanor-freidberger', 'Eleanor Freidberger']"
"['48486', 'electric-banana-band', 'Electric Banana Band']","['48485', 'electric-banan-band', 'Electric Banan Band']"
"['48577', 'electric-shrine', 'Electric Shrine']","['48576', 'electric-shriine', 'Electric Shriine']"
"['48597', 'electric-vengeance', 'Electric Vengeance']","['48596', 'electric-vengance', 'Electric Vengance']"
"['4880', 'alan-merrill', 'Alan Merrill']","['4879', 'alan-merril', 'Alan Merril']"
"['48803', 'elijah-skilliam', 'Elijah & Skilliam ']","['48802', 'elijah-skillam', 'Elijah & Skillam']"
"['48903', 'elizabeth-the-catapult', 'Elizabeth & The Catapult']","['48902', 'elizabeth-the-catapault', 'Elizabeth & The Catapault']"
"['49131', 'elsa-tootsie-the-miniband', 'Elsa Tootsie & The Miniband']","['49132', 'elsa-tootsie-the-mini-band', 'Elsa Tootsie & the Mini Band']"
"['49155', 'eluvetitie', 'Eluvetitie']","['49154', 'eluveitie', 'Eluveitie']"
"['49338', 'emil-campbell-kimberly-michaels-mark-lickteig-joe-elliott-erick-ballard-art-haynes-jeff-fawbush-brad-broenen-carl-sward', 'Emil Campbell, Kimberly Michaels, Mark Lickteig, Joe Elliott, Erick Ballard, Art Haynes, Jeff Fawbush, Brad Broenen, Carl Sward']","['49337', 'emil-campbell-kimberly-michaels-mark-lickteig-deevo-erick-ballard-art-haynes-jeff-fawbush-brad-broenen-carl-sward', 'Emil Campbell, Kimberly Michaels, Mark Lickteig, Deevo, Erick Ballard, Art Haynes, Jeff Fawbush, Brad Broenen, Carl Sward']"
"['49364', 'emile-et-images', 'Emile et Images']","['49363', 'emile-et-image', 'Emile et Image']"
"['49627', 'emo-phillips', 'Emo Phillips']","['49626', 'emo-philips', 'Emo Philips']"
"['49783', 'end-the-empre', 'End The Empre']","['49782', 'end-the-empire', 'End The Empire']"
"['49985', 'enrico-sanguliano', 'Enrico Sanguliano']","['49984', 'enrico-sangiuliano', 'Enrico Sangiuliano']"
"['50071', 'entombed-ad', 'Entombed Ad']","['50070', 'entombed-a-d', 'Entombed A.D.']"
"['50090', 'enuff-z-nuff', ""Enuff Z'Nuff""]","['50089', 'enuf-z-nuff', 'Enuf Z Nuff']"
"['50322', 'eric-frerrejacques', 'Eric Fr\xc3\xa8rrejacques']","['50321', 'eric-frerejacques', 'Eric Fr\xc3\xa8rejacques']"
"['50451', 'eric-sempe-guitare', 'Eric Semp\xc3\xa9, guitare']","['47197', 'eric-sempe-guitar', 'ERIC SEMPE, guitar']"
"['50654', 'erin-odowd', 'Erin Odowd']","['50653', 'erin-o-dowd', ""Erin O'Dowd""]"
"['5067', 'alea-jacta-est', 'Alea Jacta Est']","['5066', 'alea-jact-est', 'Alea Jact Est']"
"['50780', 'esbjorn-svensson', 'Esbj\xc3\xb6rn Svensson']","['50779', 'esbjorn-svenson', 'Esbj\xc3\xb6rn Svenson']"
"['50799', 'escape-the-fate-get-scared-failure-anthem-through-firefate-get-scared-failure-anthem-through-fire', 'Escape the Fate, Get Scared, Failure Anthem, Through FireFate, Get Scared, Failure Anthem, Through Fire']","['50800', 'escape-the-fate-get-scared-failure-anthem-through-fireape-the-fate-get-scared-failure-anthem-through-fire', 'Escape the Fate, Get Scared, Failure Anthem, Through Fireape the Fate, Get Scared, Failure Anthem, Through Fire']"
"['51011', 'ethan-tucker', 'Ethan Tucker']","['51010', 'ethan-trucker', 'Ethan Trucker']"
"['51045', 'etienne-m-bapppe', ""Etienne M'Bappp\xc3\xa9""]","['51044', 'etienne-m-bappe', ""Etienne M'Bappe""]"
"['51050', 'etienne-stadwyjk-keys', 'Etienne Stadwyjk- keys']","['51049', 'etienne-stadwijk-keys', 'Etienne Stadwijk- keys']"
"['51105', 'euphoric-difilement', 'Euphoric Difilement']","['51104', 'euphoric-defilement', 'Euphoric Defilement']"
"['51111', 'eureka-california', 'Eureka California']","['51110', 'eureka-califonia', 'Eureka Califonia']"
"['5118', 'alekhines-gun', 'Alekhines Gun ']","['5117', 'alekhine-s-gun', ""Alekhine's Gun""]"
"['51261', 'even-cameras-live', 'Even Cameras Live']","['51260', 'even-cameras-lie', 'Even Cameras Lie']"
"['51317', 'everette-harp', 'Everette Harp']","['51316', 'everett-harp', 'Everett Harp']"
"['51358', 'every-mothers-nightmare', 'Every Mothers Nightmare']","['51357', 'every-mother-s-nightmare', ""Every Mother's Nightmare""]"
"['51505', 'ewan-peason', 'Ewan Peason']","['51504', 'ewan-pearson', 'Ewan Pearson']"
"['51755', 'extinction-ad', 'Extinction AD']","['51754', 'extinction-a-d', 'Extinction A.D.']"
"['51891', 'ezra-furman', 'Ezra Furman']","['51890', 'ezra-fuhrman', 'Ezra Fuhrman']"
"['52222', 'francois-and-the-atlas-mountain', 'FRANCOIS AND THE ATLAS MOUNTAIN']","['52231', 'francois-abd-the-atlas-mountains', 'FRAN\xc3\x87OIS ABD THE ATLAS MOUNTAINS ']"
"['52364', 'fabian-almazan', 'Fabian Almazan']","['52363', 'fabian-alamazan', 'Fabian Alamazan']"
"['52387', 'fabien-marcoz-c-basse', 'Fabien Marcoz \xe2\x80\x93 c.basse']","['52386', 'fabien-marcoz-basse', 'Fabien Marcoz \xe2\x80\x93 basse']"
"['52625', 'fairtrade-floyd-aut', 'Fairtrade Floyd (aut)']","['52624', 'fairtrade-floyd-at', 'Fairtrade Floyd (at)']"
"['52699', 'fake-the-attack', 'Fake The Attack']","['52698', 'fake-the-atack', 'Fake The Atack']"
"['52870', 'false-narrative', 'False Narrative']","['52869', 'false-narative', 'False Narative']"
"['52877', 'false-pterodactyl', 'False Pterodactyl']","['52876', 'false-pterodacty', 'False Pterodacty']"
"['53176', 'faster-pussycat', 'Faster Pussycat']","['53175', 'faster-pussy-cat', 'Faster Pussy Cat']"
"['53325', 'fatson-jetson', 'Fatson Jetson']","['53324', 'fatso-jetson', 'Fatso Jetson']"
"['53514', 'federator-no1', 'Federator No1']","['53513', 'federator-no-1', 'Federator No.1']"
"['53524', 'federico-scavo', 'Federico Scavo']","['53523', 'federico-sacavo', 'Federico Sacavo']"
"['53706', 'felonius-munk', 'Felonius Munk']","['53705', 'felonious-munk', 'Felonious Munk']"
"['53838', 'ferry-ultraa', 'Ferry Ultraa']","['53837', 'ferry-ultra', 'Ferry Ultra']"
"['53847', 'fester-haygood', 'Fester Haygood']","['53846', 'fester-hagood', 'Fester Hagood']"
"['53880', 'fetus-omelete', 'Fetus Omelete']","['53879', 'fetus-omelet', 'Fetus Omelet']"
"['54045', 'fiftywatt-freight-train', 'Fiftywatt Freight Train']","['54043', 'fifty-watt-freight-train', 'Fifty Watt Freight Train']"
"['54567', 'five-finger-deathpunch', 'Five Finger Deathpunch']","['54566', 'five-finger-death-punch', 'Five Finger Death Punch']"
"['54625', 'flaamingos', 'Flaamingos']","['54624', 'flaamigos', 'Flaamigos']"
"['54819', 'fleshgod-apocalypse', 'Fleshgod Apocalypse']","['54818', 'fleshgod-apocalyose', 'Fleshgod Apocalyose']"
"['54820', 'fleshgod-apocalyse', 'Fleshgod Apocalyse']","['54819', 'fleshgod-apocalypse', 'Fleshgod Apocalypse']"
"['54836', 'fletcher-s-grove', ""Fletcher's Grove""]","['54835', 'fletcher-s-groove', ""Fletcher's Groove""]"
"['54838', 'fletchers-grove', 'Fletchers Grove']","['54836', 'fletcher-s-grove', ""Fletcher's Grove""]"
"['55095', 'flux-capacitor', 'Flux Capacitor']","['55094', 'flux-capacito', 'Flux Capacito']"
"['55315', 'footprints-in-the-custard', 'Footprints In The Custard']","['55316', 'footprints-in-the-csutard', 'Footprints in the Csutard']"
"['55492', 'forever-came-calling', 'Forever Came Calling']","['175699', 'forever-came-calliing', 'forever came calliing']"
"['55558', 'forget-me-not', 'Forget Me Not']","['55557', 'forget-me-knot', 'Forget Me Knot']"
"['55852', 'foxboro-hot-tubs', 'Foxboro Hot Tubs']","['55851', 'foxboro-hot-tub-s', ""Foxboro Hot Tub's""]"
"['56142', 'frank-marinos-divas', 'Frank Marinos Divas']","['56141', 'frank-marino-s-divas', ""Frank Marino's Divas""]"
"['56147', 'frank-mccomb', 'Frank McComb']","['56146', 'frank-mc-comb', 'Frank Mc Comb']"
"['56196', 'frank-vignola-and-vinny-raniolo', 'Frank Vignola and Vinny Raniolo']","['56195', 'frank-vignola-and-vinnie-raniolo', 'Frank Vignola and Vinnie Raniolo']"
"['56251', 'frankie-stew-and-harvey-gunn', 'Frankie Stew and Harvey Gunn']","['175713', 'frankie-stew-and-harvey-gun', 'frankie stew and Harvey Gun']"
"['56382', 'frazierband', 'FrazierBand']","['175714', 'frazier-band', 'frazier band']"
"['56449', 'fred-flayosc', 'Fred Flayosc']","['56448', 'fred-fayosc', 'Fred Fayosc']"
"['56515', 'freddie-hall', 'Freddie Hall']","['56514', 'freddie-hal', 'Freddie Hal']"
"['56632', 'freedom-bremner-vocals', 'Freedom Bremner vocals']","['56633', 'freedom-bremner-vocalist', 'Freedom Bremner-vocalist']"
"['56684', 'freiburger-barockorchster', 'Freiburger Barockorchster']","['56683', 'freiburger-barockorchester', 'Freiburger Barockorchester']"
"['56796', 'fri-ky-soda', 'Fri$ky&Soda']","['56795', 'fri-key-soda', 'Fri$key&Soda']"
"['56959', 'from-here-to-la', 'From Here to LA']","['56958', 'from-here-to-l-a', 'From Here To L.A.']"
"['57010', 'from-wrath-to-ruins', 'From Wrath To Ruins']","['57009', 'from-wrath-to-ruin', 'From Wrath To Ruin']"
"['57095', 'francois-and-the-atlas-mountains', 'Fr\xc3\xa0n\xc3\xa7ois and The Atlas Mountains']","['52222', 'francois-and-the-atlas-mountain', 'FRANCOIS AND THE ATLAS MOUNTAIN']"
"['57151', 'fuelled-hate', 'Fuelled Hate']","['57148', 'fueled-hate', 'Fueled Hate']"
"['57355', 'funky-dawgz-brass-band', 'Funky Dawgz Brass Band']","['57354', 'funky-dawgs-brass-band', 'Funky Dawgs Brass Band']"
"['5749', 'alice-coopers-nightmare', 'Alice Coopers Nightmare']","['5748', 'alice-cooper-s-nightmare', ""Alice Cooper's Nightmare""]"
"['57712', 'gb-leighton', 'GB Leighton']","['57711', 'gb-leghton', 'GB Leghton']"
"['57857', 'good-compny', 'GOOD COMPNY']","['57858', 'good-company', 'GOOD Company']"
"['57862', 'good-weather-forecast', 'GOOD WEATHER FORECAST']","['60840', 'good-weather-forcast', 'Good Weather Forcast']"
"['57941', 'grrrl-prty', 'GRRRL PRTY']","['62312', 'grrrl-party', 'Grrrl Party']"
"['57961', 'gueules-d-aminches', ""GUEULES D'AMINCHES""]","['57960', 'gueules-d-aminche', ""GUEULES D'AMINCHE""]"
"['58369', 'gardens-villas', 'Gardens & Villas']","['175759', 'gardens-villa', 'gardens & villa']"
"['5837', 'alina-devecerski', 'Alina Devecerski']","['5836', 'alina-decvecerski', 'Alina Decvecerski']"
"['58461', 'gary-allan', 'Gary Allan']","['58460', 'gary-alan', 'Gary Alan']"
"['58485', 'gary-clarke-jr', 'Gary Clarke Jr']","['58484', 'gary-clark-jr', 'Gary Clark Jr.']"
"['58588', 'gaslighttinkers', 'Gaslighttinkers']","['58587', 'gaslight-tinkers', 'Gaslight Tinkers']"
"['58687', 'gavyn-mytchell', 'Gavyn Mytchell']","['58686', 'gavyn-mytchel', 'Gavyn Mytchel']"
"['5869', 'alison-krause-union-station', 'Alison Krause & Union Station']","['5868', 'alison-kraus-union-station', 'Alison Kraus & Union Station']"
"['58706', 'gaz-brookfield', 'Gaz Brookfield']","['58710', 'gaz-brokfield', 'Gaz brokfield']"
"['58790', 'gemini-syndrome', 'Gemini Syndrome']","['58789', 'gemini-syndrom', 'Gemini Syndrom']"
"['58854', 'general-mojos', 'General Mojo\xe2\x80\x99s']","['58853', 'general-mojo-s', ""General Mojo's""]"
"['58922', 'geno-washington-and-the-yoyo-s', ""Geno Washington and The YoYo's""]","['58921', 'geno-washington-and-the-yo-yo-s', ""Geno Washington and The Yo-Yo's""]"
"['58962', 'gentlemans-dub-club', 'Gentleman\xe2\x80\x99s Dub Club']","['58960', 'gentleman-s-dub-club', ""Gentleman's Dub Club""]"
"['59115', 'george-porter-jr-running-pardners', 'George Porter Jr & Running Pardners']","['59117', 'george-porter-jr-runnin-pardners', ""George Porter Jr. & Runnin' Pardners""]"
"['59119', 'george-porter-jr-and-the-runnin-pardners', ""George Porter Jr. and The Runnin' Pardners""]","['59118', 'george-porter-jr-and-runnin-pardners', ""George Porter Jr. and Runnin' Pardners""]"
"['59131', 'george-singleton', 'George Singleton']","['59130', 'george-shingleton', 'George Shingleton']"
"['59148', 'george-whity', 'George Whity']","['59147', 'george-whitty', 'George Whitty']"
"['59157', 'george-zaikov-live-trumpet', 'George Zaikov live trumpet']","['59156', 'george-zaikov-live-trompet', 'George Zaikov live Trompet']"
"['5918', 'alkaline-trio', 'Alkaline Trio']","['5917', 'alkaline-tio', 'Alkaline Tio']"
"['5955', 'all-changes-apply', 'All Changes Apply']","['5954', 'all-change-apply', 'All Change Apply']"
"['59578', 'gian-paolo-bertone', 'Gian Paolo Bertone']","['59577', 'gian-paolo-bertne', 'Gian Paolo Bertne']"
